champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_first tower kill,counter_first tower kill,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Irelia,Illaoi,39,420,1.87,1.49,0.5806,0.4194,0.387,0.33,20466,21530,0 days 00:16:53,0 days 00:17:03,0.5005,0.4995,0.4577,0.4889,0.0677,0.0081,0.1462,0.0031
Darius,Yone,122,777,2.29,1.53,0.6598,0.3402,0.39,0.362,17166,18266,0 days 00:16:52,0 days 00:15:13,0.5513,0.4487,0.5073,0.4743,0.0449,0.0071,0.1331,0.0515
Warwick,Trundle,19,48,1.96,1.71,0.5875,0.4125,0.406,0.381,18181,17817,0 days 00:16:24,0 days 00:18:01,0.4444,0.5556,0.5144,0.4938,0.0116,0.0065,0.003,0.0007
Ornn,Viego,516,234,2.89,1.63,0.6614,0.3386,0.431,0.363,15359,18478,0 days 00:17:28,0 days 00:17:47,0.5455,0.4545,0.5259,0.4815,0.0432,0.0141,0.005,0.1378
Trundle,Irelia,48,39,1.96,1.53,0.5293,0.4707,0.404,0.366,16811,18085,0 days 00:16:11,0 days 00:15:14,0.5465,0.4535,0.4917,0.4554,0.0065,0.0681,0.0007,0.1469
Malphite,Poppy,54,78,2.39,2.2,0.5121,0.4879,0.407,0.387,15313,14871,0 days 00:18:30,0 days 00:19:27,0.4924,0.5076,0.5058,0.5177,0.046,0.0274,0.1194,0.0383
Tryndamere,Lucian,23,236,1.95,1.47,0.6056,0.3944,0.36,0.366,14940,18981,0 days 00:16:32,0 days 00:14:47,0.6022,0.3978,0.5069,0.4612,0.0164,0.0193,0.0044,0.0429
Yone,Poppy,777,78,1.56,2.38,0.3629,0.6371,0.337,0.397,16800,15797,0 days 00:17:41,0 days 00:17:25,0.5503,0.4497,0.4778,0.5177,0.0071,0.0273,0.052,0.0385
Gwen,Wukong,887,62,1.74,2.03,0.5284,0.4716,0.371,0.39,18227,16676,0 days 00:17:04,0 days 00:16:35,0.4767,0.5233,0.5003,0.5155,0.0608,0.0318,0.2419,0.0095
Gnar,Yorick,150,83,2.37,1.77,0.5207,0.4793,0.379,0.313,18412,17291,0 days 00:16:28,0 days 00:17:16,0.4806,0.5194,0.5,0.4796,0.0553,0.0053,0.0649,0.0032
Kennen,Yasuo,85,157,2.38,1.47,0.5801,0.4199,0.39,0.344,16789,15346,0 days 00:16:21,0 days 00:18:37,0.4986,0.5014,0.496,0.482,0.0274,0.0091,0.0064,0.1139
Urgot,Kayle,6,10,2.22,1.88,0.6112,0.3888,0.396,0.374,16298,16783,0 days 00:17:11,0 days 00:16:53,0.5078,0.4922,0.5006,0.5077,0.0178,0.0219,0.0019,0.0035
Malphite,Gwen,54,887,2.56,1.7,0.4641,0.5359,0.386,0.353,14852,17458,0 days 00:16:37,0 days 00:19:13,0.5249,0.4751,0.5058,0.5003,0.046,0.0608,0.1194,0.2419
Jayce,Yone,126,777,1.96,1.6,0.5601,0.4399,0.399,0.342,20060,16553,0 days 00:16:54,0 days 00:15:21,0.4975,0.5025,0.4811,0.4743,0.0719,0.0071,0.0497,0.0515
Rumble,Fiora,68,114,1.91,1.76,0.4721,0.5279,0.403,0.361,18820,17201,0 days 00:15:59,0 days 00:17:38,0.4642,0.5358,0.4868,0.508,0.0289,0.0525,0.2814,0.0698
Riven,Yasuo,92,157,2.44,1.33,0.6557,0.3443,0.406,0.34,16708,15189,0 days 00:16:38,0 days 00:16:15,0.5678,0.4322,0.5231,0.482,0.04,0.0091,0.0043,0.1139
Yasuo,Nocturne,157,56,1.52,2.43,0.3432,0.6568,0.376,0.427,15215,14520,0 days 00:15:40,0 days 00:15:40,0.4375,0.5625,0.482,0.5331,0.0091,0.0142,0.1139,0.0231
Poppy,Renekton,78,58,2.4,1.69,0.5554,0.4446,0.41,0.358,17828,14490,0 days 00:16:29,0 days 00:18:13,0.5278,0.4722,0.5177,0.4912,0.0274,0.088,0.0383,0.1333
Gangplank,Gnar,41,150,2.05,2.32,0.444,0.556,0.382,0.383,18634,17571,0 days 00:17:00,0 days 00:17:16,0.4712,0.5288,0.4902,0.5,0.0303,0.0553,0.0235,0.0649
Wukong,Maokai,62,57,2.01,2.5,0.535,0.465,0.394,0.412,17456,16704,0 days 00:17:37,0 days 00:18:08,0.457,0.543,0.5155,0.5325,0.0318,0.0188,0.0095,0.0109
Pantheon,Quinn,80,133,1.98,1.83,0.5146,0.4854,0.43,0.425,16831,17679,0 days 00:18:39,0 days 00:17:27,0.5049,0.4951,0.5229,0.5025,0.0077,0.0091,0.1064,0.0114
Fiora,Kayle,114,10,1.75,1.84,0.5998,0.4002,0.348,0.375,16956,17239,0 days 00:17:27,0 days 00:16:28,0.4759,0.5241,0.508,0.5077,0.0525,0.0219,0.0698,0.0035
Viego,Irelia,234,39,1.75,1.71,0.4143,0.5857,0.384,0.38,16440,16636,0 days 00:15:30,0 days 00:16:51,0.5103,0.4897,0.4815,0.4577,0.0141,0.0677,0.1378,0.1462
Rengar,Yone,107,777,2.47,1.46,0.6647,0.3353,0.436,0.353,19804,16469,0 days 00:17:02,0 days 00:15:23,0.5688,0.4312,0.501,0.4743,0.0175,0.0071,0.011,0.0515
Gnar,Urgot,150,6,2.16,2.05,0.5155,0.4845,0.396,0.394,16460,16710,0 days 00:17:26,0 days 00:16:11,0.4784,0.5216,0.5,0.5006,0.0553,0.0178,0.0649,0.0019
Pantheon,Gwen,80,887,2.18,1.66,0.5026,0.4974,0.439,0.364,19333,17408,0 days 00:16:19,0 days 00:17:52,0.5258,0.4742,0.5229,0.5003,0.0077,0.0608,0.1064,0.2419
Nocturne,Sett,56,875,2.02,1.95,0.4959,0.5041,0.417,0.395,16163,17434,0 days 00:15:35,0 days 00:16:18,0.4908,0.5092,0.5331,0.5074,0.0142,0.1382,0.0231,0.1052
Zac,Sett,154,875,2.85,1.69,0.5477,0.4523,0.445,0.37,17147,20683,0 days 00:16:06,0 days 00:17:55,0.512,0.488,0.5083,0.5074,0.011,0.1382,0.0074,0.1052
Jayce,Teemo,126,17,2.0,1.75,0.4991,0.5009,0.382,0.333,20007,18754,0 days 00:17:25,0 days 00:17:14,0.514,0.486,0.4811,0.4977,0.0719,0.0139,0.0497,0.0104
Yorick,Aatrox,83,266,1.75,2.16,0.495,0.505,0.309,0.347,19720,17715,0 days 00:18:03,0 days 00:15:50,0.5212,0.4788,0.4766,0.5043,0.0054,0.1491,0.0033,0.1013
Gangplank,Jax,41,24,2.09,1.57,0.5394,0.4606,0.409,0.327,18743,16223,0 days 00:17:20,0 days 00:15:42,0.4924,0.5076,0.4902,0.5016,0.0303,0.0422,0.0235,0.0243
Teemo,Kennen,17,85,1.68,2.22,0.4592,0.5408,0.328,0.365,20267,16951,0 days 00:19:34,0 days 00:17:04,0.4784,0.5216,0.4977,0.496,0.0139,0.0274,0.0104,0.0064
Quinn,Gangplank,133,41,1.87,2.06,0.5537,0.4463,0.414,0.391,20289,17554,0 days 00:16:57,0 days 00:18:21,0.5181,0.4819,0.5025,0.4902,0.0091,0.0303,0.0114,0.0235
Irelia,Kayle,39,10,1.88,1.7,0.6901,0.3099,0.391,0.367,17588,15595,0 days 00:18:28,0 days 00:15:16,0.4937,0.5063,0.4577,0.5077,0.0677,0.0219,0.1462,0.0035
Poppy,Quinn,78,133,2.46,1.6,0.5473,0.4527,0.4,0.398,13940,18278,0 days 00:18:32,0 days 00:17:40,0.5484,0.4516,0.5177,0.5025,0.0274,0.0091,0.0383,0.0114
Shen,Yone,98,777,3.53,1.5,0.6651,0.3349,0.473,0.357,12429,17789,0 days 00:16:17,0 days 00:19:44,0.5667,0.4333,0.5191,0.4743,0.0775,0.0071,0.1125,0.0515
Singed,Jax,27,24,2.12,1.62,0.4958,0.5042,0.409,0.337,18416,17732,0 days 00:17:23,0 days 00:17:12,0.5204,0.4796,0.5142,0.5016,0.0101,0.0422,0.0013,0.0243
Rengar,Gangplank,107,41,2.08,1.94,0.589,0.411,0.391,0.38,18294,18290,0 days 00:16:37,0 days 00:17:45,0.56,0.44,0.501,0.4902,0.0175,0.0303,0.011,0.0235
Kalista,Zac,429,154,1.17,3.38,0.3311,0.6689,0.346,0.444,19436,14734,0 days 00:18:16,0 days 00:15:36,0.443,0.557,0.438,0.5113,0.0055,0.011,0.0029,0.0074
Illaoi,Wukong,420,62,1.32,2.46,0.4258,0.5742,0.298,0.401,21194,17202,0 days 00:18:05,0 days 00:15:32,0.5016,0.4984,0.4889,0.5155,0.0081,0.0318,0.0031,0.0095
Illaoi,Nasus,420,75,1.57,2.11,0.5573,0.4427,0.324,0.336,26981,18514,0 days 00:19:21,0 days 00:14:56,0.4873,0.5127,0.4889,0.4941,0.0081,0.0166,0.0031,0.0043
Tryndamere,Shen,23,98,1.67,3.0,0.5537,0.4463,0.355,0.441,16554,14351,0 days 00:20:59,0 days 00:14:37,0.4472,0.5528,0.5069,0.5191,0.0164,0.0775,0.0044,0.1125
Cho'Gath,Sett,31,875,2.15,1.98,0.4863,0.5137,0.391,0.397,16300,20961,0 days 00:16:11,0 days 00:17:43,0.4752,0.5248,0.5029,0.5074,0.01,0.1382,0.001,0.1052
Poppy,Sylas,78,517,2.47,1.59,0.6008,0.3992,0.41,0.39,16699,15201,0 days 00:17:52,0 days 00:17:06,0.5638,0.4362,0.5177,0.5016,0.0274,0.1206,0.0383,0.242
Kayle,Vladimir,10,8,1.86,2.03,0.4382,0.5618,0.361,0.361,19093,19603,0 days 00:17:07,0 days 00:17:21,0.5056,0.4944,0.5077,0.498,0.0219,0.0342,0.0035,0.0247
Ryze,Sylas,13,517,1.7,1.98,0.4388,0.5612,0.355,0.403,17910,16029,0 days 00:17:49,0 days 00:16:43,0.463,0.537,0.4447,0.5022,0.0104,0.1205,0.0025,0.2411
Jayce,Lee Sin,126,64,1.77,2.21,0.4327,0.5673,0.399,0.428,20804,15903,0 days 00:16:17,0 days 00:16:10,0.4722,0.5278,0.4811,0.5086,0.0719,0.0572,0.0497,0.4689
Poppy,Ryze,78,13,2.32,1.79,0.5765,0.4235,0.377,0.338,13600,18479,0 days 00:16:33,0 days 00:19:49,0.4872,0.5128,0.5177,0.4426,0.0274,0.0104,0.0383,0.0025
Lee Sin,Renekton,64,58,1.96,2.07,0.4478,0.5522,0.421,0.392,18236,16345,0 days 00:15:02,0 days 00:16:55,0.4903,0.5097,0.5086,0.4912,0.0572,0.088,0.4689,0.1333
Irelia,Rumble,39,68,1.77,1.85,0.5888,0.4112,0.4,0.4,17923,17713,0 days 00:18:07,0 days 00:15:39,0.529,0.471,0.4577,0.4868,0.0677,0.0289,0.1462,0.2814
Rumble,Kennen,68,85,2.03,2.19,0.5356,0.4644,0.405,0.384,18307,17350,0 days 00:19:12,0 days 00:17:34,0.4744,0.5256,0.4868,0.496,0.0289,0.0274,0.2814,0.0064
Shen,Nocturne,98,56,3.18,2.03,0.5405,0.4595,0.468,0.425,12920,15257,0 days 00:15:56,0 days 00:20:59,0.4939,0.5061,0.5191,0.5331,0.0775,0.0142,0.1125,0.0231
Volibear,Kayle,106,10,2.32,1.75,0.6226,0.3774,0.384,0.379,13955,18073,0 days 00:17:07,0 days 00:17:43,0.4982,0.5018,0.5094,0.5077,0.0393,0.0219,0.0479,0.0035
Sett,Vayne,875,67,1.91,1.53,0.4966,0.5034,0.366,0.352,13877,19454,0 days 00:16:49,0 days 00:16:32,0.4882,0.5118,0.5074,0.4963,0.1382,0.016,0.1052,0.0528
Akali,Trundle,84,48,2.07,1.78,0.5417,0.4583,0.395,0.365,19687,15610,0 days 00:16:00,0 days 00:17:34,0.4783,0.5217,0.4693,0.4938,0.0659,0.0065,0.2186,0.0007
Nocturne,Viego,56,234,2.06,1.77,0.6309,0.3691,0.4,0.394,16085,17782,0 days 00:17:13,0 days 00:15:35,0.5245,0.4755,0.5331,0.4815,0.0142,0.0141,0.0231,0.1378
Fiora,Malphite,114,54,1.4,2.62,0.3963,0.6037,0.319,0.404,14887,16199,0 days 00:17:36,0 days 00:17:10,0.4389,0.5611,0.508,0.5058,0.0525,0.046,0.0698,0.1194
Yone,Sylas,777,517,1.54,2.12,0.391,0.609,0.354,0.411,18141,17035,0 days 00:16:27,0 days 00:16:27,0.4928,0.5072,0.4778,0.5022,0.0071,0.1205,0.052,0.2411
Lee Sin,Sion,64,14,2.14,2.3,0.5715,0.4285,0.438,0.425,19848,17517,0 days 00:17:38,0 days 00:17:05,0.4948,0.5052,0.5086,0.5135,0.0572,0.0301,0.4689,0.0051
Viego,Rumble,234,68,1.8,2.1,0.4912,0.5088,0.392,0.425,17335,20291,0 days 00:17:22,0 days 00:16:55,0.5159,0.4841,0.4815,0.4868,0.0141,0.0289,0.1378,0.2814
Maokai,Urgot,57,6,2.56,1.92,0.5354,0.4646,0.411,0.391,14196,18419,0 days 00:17:02,0 days 00:18:02,0.5212,0.4788,0.5325,0.5006,0.0188,0.0178,0.0109,0.0019
Riven,Garen,92,86,1.91,2.16,0.5078,0.4922,0.37,0.379,16476,17531,0 days 00:16:00,0 days 00:17:43,0.484,0.516,0.5231,0.5028,0.04,0.0341,0.0043,0.0168
Renekton,Jayce,58,126,2.03,1.77,0.5393,0.4607,0.371,0.398,13245,20970,0 days 00:16:42,0 days 00:15:33,0.5107,0.4893,0.4912,0.4811,0.088,0.0719,0.1333,0.0497
Irelia,Lucian,39,236,1.75,1.56,0.5879,0.4121,0.371,0.373,15334,16418,0 days 00:16:36,0 days 00:15:34,0.543,0.457,0.4577,0.4612,0.0677,0.0193,0.1462,0.0429
Sylas,Sion,517,14,1.93,2.22,0.5811,0.4189,0.418,0.397,18648,16355,0 days 00:17:58,0 days 00:17:57,0.4777,0.5223,0.5016,0.5135,0.1206,0.0301,0.242,0.0051
Nasus,Renekton,75,58,1.91,2.0,0.5002,0.4998,0.344,0.371,17577,17450,0 days 00:15:25,0 days 00:17:44,0.5123,0.4877,0.4941,0.4912,0.0166,0.088,0.0043,0.1333
Volibear,Rumble,106,68,2.33,1.84,0.6006,0.3994,0.4,0.404,15207,19884,0 days 00:18:02,0 days 00:17:38,0.5379,0.4621,0.5094,0.4868,0.0393,0.0289,0.0479,0.2814
Singed,Lucian,27,236,1.87,1.81,0.3665,0.6335,0.36,0.378,11995,19616,0 days 00:15:40,0 days 00:17:24,0.5431,0.4569,0.5142,0.4612,0.0101,0.0193,0.0013,0.0429
Singed,Darius,27,122,1.69,2.23,0.3507,0.6493,0.371,0.393,16205,17666,0 days 00:16:05,0 days 00:18:14,0.4766,0.5234,0.5142,0.5073,0.0101,0.0449,0.0013,0.1331
Aatrox,Irelia,266,39,2.02,1.6,0.4303,0.5697,0.378,0.373,16118,18564,0 days 00:16:02,0 days 00:17:35,0.5197,0.4803,0.5033,0.4577,0.1485,0.0677,0.1015,0.1462
Darius,Jax,122,24,1.91,1.71,0.4846,0.5154,0.374,0.355,15126,16908,0 days 00:16:06,0 days 00:16:35,0.5198,0.4802,0.5073,0.5016,0.0449,0.0422,0.1331,0.0243
Poppy,Shen,78,98,2.21,2.81,0.5455,0.4545,0.396,0.442,15861,12124,0 days 00:21:28,0 days 00:17:27,0.4805,0.5195,0.5177,0.5191,0.0274,0.0775,0.0383,0.1125
Malphite,Urgot,54,6,2.72,1.83,0.5251,0.4749,0.408,0.373,14149,14890,0 days 00:17:18,0 days 00:18:31,0.5403,0.4597,0.5058,0.5006,0.046,0.0178,0.1194,0.0019
Quinn,Kalista,133,429,2.07,1.43,0.4727,0.5273,0.439,0.382,18608,17488,0 days 00:14:03,0 days 00:18:12,0.5764,0.4236,0.5025,0.4445,0.0091,0.0055,0.0114,0.0029
Kennen,Mordekaiser,85,82,1.93,1.96,0.3187,0.6813,0.349,0.343,18202,16540,0 days 00:17:52,0 days 00:19:32,0.4921,0.5079,0.496,0.4973,0.0274,0.0419,0.0064,0.0158
Lee Sin,Volibear,64,106,1.87,2.39,0.3862,0.6138,0.421,0.42,17553,17740,0 days 00:16:31,0 days 00:17:21,0.4652,0.5348,0.5086,0.5094,0.0572,0.0393,0.4689,0.0479
Sion,Heimerdinger,14,74,2.81,1.46,0.5158,0.4842,0.37,0.312,12717,23933,0 days 00:17:51,0 days 00:18:28,0.5566,0.4434,0.5135,0.5131,0.0301,0.0086,0.0051,0.0085
Fiora,Wukong,114,62,1.46,2.22,0.431,0.569,0.338,0.4,16735,17027,0 days 00:16:13,0 days 00:16:40,0.4528,0.5472,0.508,0.5155,0.0525,0.0318,0.0698,0.0095
Cho'Gath,Dr. Mundo,31,36,2.01,2.31,0.4537,0.5463,0.36,0.376,15916,21750,0 days 00:16:24,0 days 00:17:56,0.4238,0.5762,0.5029,0.4979,0.01,0.0063,0.001,0.0009
Darius,Nocturne,122,56,1.83,2.14,0.4912,0.5088,0.385,0.418,15443,16662,0 days 00:16:02,0 days 00:16:29,0.4672,0.5328,0.5073,0.5331,0.0449,0.0142,0.1331,0.0231
Yorick,Kled,83,240,1.49,2.8,0.3384,0.6616,0.307,0.43,18995,18298,0 days 00:16:40,0 days 00:15:40,0.4177,0.5823,0.4766,0.5172,0.0054,0.0282,0.0033,0.0121
Pantheon,Vladimir,80,8,2.3,1.7,0.5806,0.4194,0.415,0.36,18417,17318,0 days 00:17:31,0 days 00:16:46,0.5662,0.4338,0.5229,0.498,0.0077,0.0342,0.1064,0.0247
Garen,Pantheon,86,80,1.99,2.14,0.4759,0.5241,0.386,0.419,15655,18753,0 days 00:18:19,0 days 00:16:01,0.4661,0.5339,0.5028,0.5229,0.0341,0.0077,0.0168,0.1064
Cho'Gath,Shen,31,98,2.02,3.22,0.507,0.493,0.39,0.463,15715,14929,0 days 00:20:55,0 days 00:16:44,0.4805,0.5195,0.5029,0.5191,0.01,0.0775,0.001,0.1125
Gwen,Yasuo,887,157,1.91,1.6,0.5686,0.4314,0.367,0.373,16004,17276,0 days 00:16:01,0 days 00:16:37,0.5051,0.4949,0.5003,0.482,0.0608,0.0091,0.2419,0.1139
Vladimir,Poppy,8,78,2.02,2.09,0.5746,0.4254,0.366,0.361,19899,15606,0 days 00:18:58,0 days 00:17:04,0.5166,0.4834,0.498,0.5177,0.0342,0.0274,0.0247,0.0383
Lucian,Illaoi,236,420,2.01,1.37,0.6217,0.3783,0.383,0.29,21641,15554,0 days 00:17:17,0 days 00:16:57,0.5562,0.4438,0.4612,0.4889,0.0193,0.0081,0.0429,0.0031
Heimerdinger,Yone,74,777,1.53,2.05,0.4144,0.5856,0.323,0.37,21151,18021,0 days 00:16:59,0 days 00:17:51,0.4681,0.5319,0.5131,0.4743,0.0086,0.0071,0.0085,0.0515
Aatrox,Gangplank,266,41,2.33,1.88,0.6464,0.3536,0.378,0.373,17682,19221,0 days 00:17:18,0 days 00:17:35,0.5502,0.4498,0.5033,0.4902,0.1485,0.0303,0.1015,0.0235
Quinn,Yone,133,777,1.81,1.71,0.5152,0.4848,0.431,0.366,19194,17843,0 days 00:16:41,0 days 00:17:57,0.4811,0.5189,0.5025,0.4743,0.0091,0.0071,0.0114,0.0515
Singed,Jayce,27,126,2.06,2.02,0.4286,0.5714,0.375,0.417,13321,21294,0 days 00:16:17,0 days 00:17:48,0.5253,0.4747,0.5142,0.4811,0.0101,0.0719,0.0013,0.0497
Renekton,Fiora,58,114,1.88,1.63,0.5069,0.4931,0.374,0.353,15172,18130,0 days 00:16:51,0 days 00:15:11,0.4998,0.5002,0.4912,0.508,0.088,0.0525,0.1333,0.0698
Tryndamere,Zac,23,154,1.42,3.07,0.4141,0.5859,0.315,0.434,18550,18596,0 days 00:18:10,0 days 00:15:33,0.4529,0.5471,0.5069,0.5083,0.0164,0.011,0.0044,0.0074
Lucian,Gangplank,236,41,1.74,2.04,0.5741,0.4259,0.382,0.39,19907,15828,0 days 00:17:40,0 days 00:16:07,0.5146,0.4854,0.4631,0.4885,0.0193,0.0303,0.0429,0.0235
Singed,Malphite,27,54,1.95,2.63,0.3988,0.6012,0.382,0.405,16561,16551,0 days 00:19:50,0 days 00:17:27,0.5164,0.4836,0.5142,0.5058,0.0101,0.046,0.0013,0.1194
Yorick,Heimerdinger,83,74,2.1,1.7,0.5392,0.4608,0.309,0.294,15894,23456,0 days 00:17:58,0 days 00:15:47,0.5,0.5,0.4766,0.5196,0.0054,0.0086,0.0033,0.0085
Cho'Gath,Kayle,31,10,2.3,1.92,0.6157,0.3843,0.376,0.372,14836,20445,0 days 00:17:43,0 days 00:17:11,0.4715,0.5285,0.5029,0.5077,0.01,0.0219,0.001,0.0035
Ornn,Rumble,516,68,2.77,1.86,0.5875,0.4125,0.423,0.401,14282,20391,0 days 00:18:22,0 days 00:17:56,0.5408,0.4592,0.5259,0.4868,0.0432,0.0289,0.005,0.2814
Shen,Sylas,98,517,2.91,1.95,0.4756,0.5244,0.448,0.436,12839,15881,0 days 00:16:43,0 days 00:20:13,0.5235,0.4765,0.5191,0.5016,0.0775,0.1206,0.1125,0.242
Singed,Yone,27,777,2.16,1.65,0.5058,0.4942,0.385,0.374,16637,19196,0 days 00:17:31,0 days 00:17:00,0.5915,0.4085,0.5142,0.4743,0.0101,0.0071,0.0013,0.0515
Trundle,Darius,48,122,1.99,1.69,0.5856,0.4144,0.398,0.363,17421,16449,0 days 00:16:47,0 days 00:15:03,0.503,0.497,0.4917,0.5056,0.0065,0.0448,0.0007,0.1342
Shen,Warwick,98,19,2.9,1.81,0.3428,0.6572,0.478,0.41,14687,15786,0 days 00:17:23,0 days 00:20:44,0.5445,0.4555,0.5191,0.5144,0.0775,0.0116,0.1125,0.003
Warwick,Quinn,19,133,1.94,1.75,0.5925,0.4075,0.381,0.425,12567,20604,0 days 00:17:28,0 days 00:18:40,0.5072,0.4928,0.5144,0.5025,0.0116,0.0091,0.003,0.0114
Kayle,Warwick,10,19,1.84,2.03,0.3851,0.6149,0.379,0.398,19783,14697,0 days 00:18:31,0 days 00:17:24,0.566,0.434,0.5077,0.5144,0.0219,0.0116,0.0035,0.003
Ornn,Ryze,516,13,2.98,1.62,0.6575,0.3425,0.407,0.339,13336,18744,0 days 00:17:00,0 days 00:18:13,0.5667,0.4333,0.5259,0.4426,0.0432,0.0104,0.005,0.0025
Kalista,Riven,429,92,1.16,2.46,0.3533,0.6467,0.331,0.407,16810,15751,0 days 00:16:39,0 days 00:15:35,0.4337,0.5663,0.438,0.5244,0.0055,0.0401,0.0029,0.0043
Volibear,Teemo,106,17,2.23,1.62,0.5813,0.4187,0.369,0.335,13735,22548,0 days 00:16:44,0 days 00:18:47,0.4559,0.5441,0.5094,0.4977,0.0393,0.0139,0.0479,0.0104
Trundle,Fiora,48,114,1.82,1.62,0.5687,0.4313,0.377,0.335,16543,18642,0 days 00:16:30,0 days 00:15:13,0.4734,0.5266,0.4917,0.5083,0.0065,0.0527,0.0007,0.0694
Maokai,Yone,57,777,2.62,1.52,0.5465,0.4535,0.414,0.337,15724,20251,0 days 00:16:21,0 days 00:17:53,0.5076,0.4924,0.5325,0.4743,0.0188,0.0071,0.0109,0.0515
Vayne,Shen,67,98,1.46,3.06,0.555,0.445,0.36,0.436,19046,8982,0 days 00:20:21,0 days 00:15:57,0.4873,0.5127,0.4963,0.5191,0.016,0.0775,0.0528,0.1125
Singed,Viego,27,234,1.97,1.85,0.4463,0.5537,0.403,0.377,16361,19007,0 days 00:16:37,0 days 00:17:33,0.5615,0.4385,0.5142,0.4815,0.0101,0.0141,0.0013,0.1378
Fiora,Heimerdinger,114,74,1.65,1.74,0.4567,0.5433,0.325,0.357,14457,24353,0 days 00:15:15,0 days 00:18:03,0.4303,0.5697,0.508,0.5131,0.0525,0.0086,0.0698,0.0085
Akali,Sylas,84,517,1.82,1.93,0.4938,0.5062,0.369,0.404,16174,15740,0 days 00:16:38,0 days 00:17:17,0.4755,0.5245,0.4693,0.5016,0.0659,0.1206,0.2186,0.242
Tryndamere,Heimerdinger,23,74,2.04,1.34,0.5256,0.4744,0.359,0.299,15537,24655,0 days 00:17:28,0 days 00:15:45,0.4803,0.5197,0.5069,0.5131,0.0164,0.0086,0.0044,0.0085
Mordekaiser,Tryndamere,82,23,1.8,1.67,0.5016,0.4984,0.348,0.342,19815,18048,0 days 00:15:46,0 days 00:17:18,0.4817,0.5183,0.4973,0.5069,0.0419,0.0164,0.0158,0.0044
Teemo,Sett,17,875,1.6,2.13,0.4097,0.5903,0.325,0.368,22204,16589,0 days 00:17:09,0 days 00:17:06,0.4706,0.5294,0.4977,0.5074,0.0139,0.1382,0.0104,0.1052
Trundle,Zac,48,154,1.61,2.83,0.3776,0.6224,0.345,0.435,19206,18322,0 days 00:17:17,0 days 00:15:50,0.5429,0.4571,0.4917,0.5113,0.0065,0.011,0.0007,0.0074
Poppy,Singed,78,27,2.57,1.82,0.664,0.336,0.416,0.393,17694,17249,0 days 00:18:16,0 days 00:18:15,0.482,0.518,0.5177,0.5142,0.0274,0.0101,0.0383,0.0013
Tryndamere,Lee Sin,23,64,1.7,2.16,0.4897,0.5103,0.361,0.419,17848,20142,0 days 00:16:43,0 days 00:14:48,0.4596,0.5404,0.5069,0.5086,0.0164,0.0572,0.0044,0.4689
Zac,Mordekaiser,154,82,2.27,1.88,0.4595,0.5405,0.399,0.373,15846,23776,0 days 00:17:31,0 days 00:19:15,0.4597,0.5403,0.5083,0.4973,0.011,0.0419,0.0074,0.0158
Nasus,Singed,75,27,2.05,2.04,0.5699,0.4301,0.335,0.367,18751,19764,0 days 00:17:30,0 days 00:17:28,0.4818,0.5182,0.4941,0.5142,0.0166,0.0101,0.0043,0.0013
Wukong,Sett,62,875,2.26,1.72,0.5653,0.4347,0.402,0.362,16774,17289,0 days 00:16:03,0 days 00:17:05,0.518,0.482,0.5155,0.5074,0.0318,0.1382,0.0095,0.1052
Maokai,Gangplank,57,41,2.45,2.19,0.4548,0.5452,0.384,0.406,14035,21145,0 days 00:16:28,0 days 00:18:39,0.5275,0.4725,0.5325,0.4902,0.0188,0.0303,0.0109,0.0235
Garen,Dr. Mundo,86,36,2.46,1.94,0.603,0.397,0.372,0.355,18366,17623,0 days 00:16:53,0 days 00:16:18,0.5573,0.4427,0.5028,0.4979,0.0341,0.0063,0.0168,0.0009
Poppy,Malphite,78,54,2.2,2.39,0.4879,0.5121,0.387,0.407,14871,15313,0 days 00:19:27,0 days 00:18:30,0.5076,0.4924,0.5177,0.5058,0.0274,0.046,0.0383,0.1194
Urgot,Vladimir,6,8,2.06,2.0,0.4899,0.5101,0.382,0.37,17236,18162,0 days 00:17:27,0 days 00:16:43,0.5109,0.4891,0.5006,0.498,0.0178,0.0342,0.0019,0.0247
Sett,Nasus,875,75,1.84,1.98,0.4962,0.5038,0.364,0.351,20761,16350,0 days 00:17:41,0 days 00:15:43,0.5039,0.4961,0.5074,0.4941,0.1382,0.0166,0.1052,0.0043
Vladimir,Pantheon,8,80,1.7,2.3,0.4194,0.5806,0.36,0.415,17318,18417,0 days 00:16:46,0 days 00:17:31,0.4338,0.5662,0.498,0.5229,0.0342,0.0077,0.0247,0.1064
Kayle,Irelia,10,39,1.7,1.88,0.3099,0.6901,0.367,0.391,15595,17588,0 days 00:15:16,0 days 00:18:28,0.5063,0.4937,0.5077,0.4577,0.0219,0.0677,0.0035,0.1462
Kalista,Mordekaiser,429,82,1.28,2.12,0.3354,0.6646,0.349,0.364,18877,16543,0 days 00:17:07,0 days 00:16:07,0.4847,0.5153,0.438,0.4969,0.0055,0.0419,0.0029,0.0158
Mordekaiser,Renekton,82,58,1.9,1.74,0.5746,0.4254,0.362,0.351,20075,14899,0 days 00:16:39,0 days 00:17:43,0.5423,0.4577,0.4973,0.4912,0.0419,0.088,0.0158,0.1333
